email,is_valid,campaign_name
seancrawford@hotmail.com,True,1
calvin26@rodriguez-chandler.com,True,1
benjaminrivera@rivera.org,True,1
qryan@glover.com,True,1
burgessjohn@johnson-patton.com,True,1
kimberlywhite@gmail.com,True,1
ymoore@sanders-smith.org,True,1
kevinmoran@hotmail.com,True,1
amanda56@rangel.com,True,1
lorraine36@yahoo.com,True,1
rothsuzanne@solomon.com,True,1
qcampos@jones-fletcher.com,True,1
jgriffin@martin.com,True,1
scottbecky@gmail.com,True,1
robert75@burke.com,True,1
cantutara@gmail.com,True,1
davismichael@maldonado-pope.com,True,1
stacyjohnston@watson-ortega.org,True,1
swright@davis.com,True,1
gordonsavannah@cooper.info,True,1
jefferyclayton@yahoo.com,True,1
hunterkevin@yahoo.com,True,1
melissawilliams@hotmail.com,True,1
rmartin@gmail.com,True,1
paul87@hotmail.com,True,1
aaron64@campbell-davis.com,True,1
wstevenson@hotmail.com,True,1
james05@newman.com,True,1
ronaldlove@hotmail.com,True,1
martinkimberly@gmail.com,True,1
otownsend@schwartz.com,True,1
katrinasmith@yahoo.com,True,1
danielfischer@yahoo.com,True,1
anthonyaguirre@hotmail.com,True,1
robindavis@jones.com,True,1
brandiparker@hotmail.com,True,1
jasonevans@robertson.com,True,1
alexandra88@gmail.com,True,1
leah24@hotmail.com,True,1
mariawilliams@hotmail.com,True,1
castillojames@gmail.com,True,1
duncanjean@gmail.com,True,1
erin88@wise-simon.net,True,1
jason51@davis-morrow.biz,True,1
james33@johnson-smith.com,True,1
allenrebecca@hotmail.com,True,1
meltonwilliam@moore.com,True,1
lisa42@yahoo.com,True,1
iwalsh@orozco.com,True,1
thompsonholly@marshall.com,True,1
lauraherrera@krueger.org,True,1
eric12@gmail.com,True,1
michael79@morales.biz,True,1
zrodriguez@hotmail.com,True,1
isabelsmith@bishop.com,True,1
owilliams@yahoo.com,True,1
gomezbrittany@hotmail.com,True,1
susanbernard@hendrix-lane.com,True,1
ufletcher@hotmail.com,True,1
maydavid@hill.com,True,1
ecaldwell@vargas-sharp.org,True,1
andrew00@barker.net,True,1
tfox@yahoo.com,True,1
matthew35@yahoo.com,True,1
morganmichael@weber-oliver.net,True,1
watsonkaren@hotmail.com,True,1
ronald19@phelps.org,True,1
gregoryreed@white.org,True,1
beckermark@hotmail.com,True,1
michaelhale@gmail.com,True,1
angelhuffman@hotmail.com,True,1
fnelson@jones.com,True,1
colechristopher@cook.com,True,1
qmathis@nolan.biz,True,1
johnmcdaniel@swanson-fowler.info,True,1
acevedoanna@gmail.com,True,1
katrinawheeler@yahoo.com,True,1
olivia24@moss-garcia.com,True,1
dlittle@gmail.com,True,1
holiver@daugherty.com,True,1
lowerymichelle@hotmail.com,True,1
codypoole@bell-craig.com,True,1
barbara49@ruiz-ramos.com,True,1
jgibson@gmail.com,True,1
jonathan77@moore.com,True,1
brewerandre@king.com,True,1
ncarroll@haynes-stephenson.biz,True,1
coreygray@miller-rodriguez.org,True,1
kristenjacobson@yahoo.com,True,1
joneschristina@miles.com,True,1
samanthacooper@jones.org,True,1
tschmitt@mccormick-lamb.com,True,1
rmoody@lucas.com,True,1
dfowler@howell.com,True,1
palmermason@moore.com,True,1
nicole87@roberson.org,True,1
jonathan75@yahoo.com,True,1
xburns@garcia.com,True,1
scottchristopher@hotmail.com,True,1
crystalbrown@hotmail.com,True,1
bakeredward@gallegos.com,True,1
mclaughlinnatasha@neal.net,True,1
brockanthony@castillo-scott.com,True,1
lisa62@gmail.com,True,1
kyle30@hotmail.com,True,1
powellricky@gonzalez.biz,True,1
afrench@hotmail.com,True,1
david19@mccann-anderson.com,True,1
ecox@harding.biz,True,1
bgonzalez@hotmail.com,True,1
james43@yahoo.com,True,1
dramirez@yahoo.com,True,1
rachel12@myers.info,True,1
walterscott@hotmail.com,True,1
leemelissa@smith.com,True,1
daniellematthews@gmail.com,True,1
clong@yahoo.com,True,1
mcfarlandsusan@perez.com,True,1
lindaschroeder@hurley.net,True,1
fergusondustin@yahoo.com,True,1
tdavidson@lopez-lucas.org,True,1
brittneywilliams@king-thompson.com,True,1
jamesvazquez@hall.net,True,1
higginsgerald@yahoo.com,True,1
ajohnson@alvarez.biz,True,1
fharris@yahoo.com,True,1
jermainenichols@brown.com,True,1
karensalazar@perez.com,True,1
thomasbarnes@maxwell.com,True,1
aaronpowell@mann.com,True,1
wintersheather@gmail.com,True,1
matthewslynn@gmail.com,True,1
suarezcynthia@gmail.com,True,1
kelleyadam@ward-barry.com,True,1
christine05@yahoo.com,True,1
lindsay42@dickerson.info,True,1
billy76@yahoo.com,True,1
abell@anderson.net,True,1
garciamary@gmail.com,True,1
laura26@hotmail.com,True,1
cheryl20@yahoo.com,True,1
marisa76@mora.info,True,1
katrina85@gmail.com,True,1
mknapp@singh-terry.net,True,1
ybishop@reynolds.info,True,1
qdavies@carson.org,True,1
wcruz@keller.com,True,1
kenneth22@smith.com,True,1
tperez@sanchez-hernandez.com,True,1
rhodesethan@yahoo.com,True,1
nholland@young.com,True,1
kbrown@hotmail.com,True,1
georgegilbert@casey-griffin.org,True,1
blake19@long-reilly.com,True,1
kennethcohen@martinez.com,True,1
melindahughes@yahoo.com,True,1
timothy87@gmail.com,True,1
ramirezjulia@yahoo.com,True,1
montoyajames@mendez-winters.org,True,1
alexaherrera@hotmail.com,True,1
joshuajackson@brown.org,True,1
krystal93@gardner.net,True,1
jonathan78@gmail.com,True,1
frankbarr@gmail.com,True,1
anabartlett@yahoo.com,True,1
sullivankurt@gmail.com,True,1
joseph56@hotmail.com,True,1
churcherica@hotmail.com,True,1
juliewilliams@gmail.com,True,1
nmack@yahoo.com,True,1
joshuasanchez@mann-mccoy.com,True,1
sabrinaschultz@rivera.info,True,1
katie08@reeves-rojas.com,True,1
gutierrezjerome@yahoo.com,True,1
andersontamara@gmail.com,True,1
mramsey@hotmail.com,True,1
pamela65@williamson.com,True,1
littlejacob@gmail.com,True,1
rebeccacastillo@miller-perry.com,True,1
nathan10@pollard-scott.org,True,1
ktaylor@weaver.com,True,1
jameskayla@hotmail.com,True,1
amandafinley@gmail.com,True,1
keithmatthews@raymond.org,True,1
jwallace@smith.biz,True,1
mitchellreyes@riley.com,True,1
ptaylor@hotmail.com,True,1
christopherking@gmail.com,True,1
kathywalker@gmail.com,True,1
jennifer13@hotmail.com,True,1
ttaylor@yahoo.com,True,1
amysanchez@miller-chambers.com,True,1
jonesscott@davis.net,True,1
espinozatimothy@hotmail.com,True,1
qpatel@ewing.biz,True,1
fisherkyle@mejia-day.com,True,1
richardsonbetty@yahoo.com,True,1
alexandriarandall@torres-drake.com,True,1
rodriguezcynthia@bell.com,True,1
wunatalie@kane.com,True,1
stevengardner@gill.com,True,1
melissa71@gmail.com,True,1
debra71@austin-graves.com,True,1
millermelissa@gmail.com,True,1
tiffany25@hotmail.com,True,1
garciapatricia@gmail.com,True,1
oherring@gmail.com,True,1
tylersmith@hotmail.com,True,1
vclayton@hotmail.com,True,1
jerrystafford@gmail.com,True,1
qclark@gmail.com,True,1
john79@gmail.com,True,1
petersdylan@ryan.com,True,1
raydaniel@gmail.com,True,1
david35@yahoo.com,True,1
gonzalezmary@hotmail.com,True,1
robertscharles@russo-conner.com,True,1
robinsonryan@huffman.net,True,1
spencer72@flowers.com,True,1
jasminetaylor@hotmail.com,True,1
sarah25@gmail.com,True,1
davisleah@campbell-williams.com,True,1
johnsontiffany@yahoo.com,True,1
rgarcia@clayton.org,True,1
huangyesenia@gmail.com,True,1
cluna@hotmail.com,True,1
wherrera@hubbard.com,True,1
crystal56@anderson.biz,True,1
robertorobinson@yahoo.com,True,1
sbeard@hotmail.com,True,1
dawn88@yahoo.com,True,1
kariboyd@carter.com,True,1
ortizlarry@day.biz,True,1
roy93@gmail.com,True,1
stephenday@hotmail.com,True,1
troysmith@bell.com,True,1
montoyarobert@yahoo.com,True,1
marcusrogers@vincent.com,True,1
ztaylor@hotmail.com,True,1
mollylewis@yahoo.com,True,1
smithrichard@mcbride.com,True,1
munozshawn@hotmail.com,True,1
crystal41@king.com,True,1
rogersethan@turner.com,True,1
barbarabrown@yahoo.com,True,1
roberthamilton@hotmail.com,True,1
gsteele@gmail.com,True,1
joshuamartinez@freeman.org,True,1
wilsonsamantha@white.com,True,1
sheila16@yahoo.com,True,1
michellecoffey@yahoo.com,True,1
shawmeghan@yahoo.com,True,1
crystal58@gutierrez-rivera.com,True,1
gwarren@brown.com,True,1
jhorne@gmail.com,True,1
ryanmanning@bruce-miller.com,True,1
iandrews@vaughn.org,True,1
vjohnson@alvarez-scott.com,True,1
wwalker@yahoo.com,True,1
amcmillan@lee.info,True,1
michael67@strickland-holloway.com,True,1
stephanie94@yahoo.com,True,1
rachelmyers@williams.com,True,1
ucastillo@smith.info,True,1
llambert@may.com,True,1
krista53@austin.net,True,1
scottdana@marks.net,True,1
kimberly16@yahoo.com,True,1
tiffany96@yahoo.com,True,1
fisherronald@yahoo.com,True,1
benjaminfields@gmail.com,True,1
sarahshepard@sullivan.com,True,1
vincentobrien@jackson-jackson.com,True,1
tatelinda@yahoo.com,True,1
jeffsmith@hotmail.com,True,1
xellis@young.org,True,1
taylor35@harvey-smith.com,True,1
jreese@gmail.com,True,1
joneskarina@yahoo.com,True,1
wmiller@gmail.com,True,1
vmorales@wyatt.com,True,1
phernandez@gillespie.com,True,1
aconway@wilson.com,True,1
uwhite@hotmail.com,True,1
trancandace@hotmail.com,True,1
brendacaldwell@gmail.com,True,1
bwalker@yahoo.com,True,1
edward64@crawford.net,True,1
smithsandra@gmail.com,True,1
lsanchez@george.org,True,1
elizabeth49@gmail.com,True,1
jeremiah95@baker-hamilton.info,True,1
bbrooks@hotmail.com,True,1
hayesjanet@jones.com,True,1
hurleydanielle@fleming.net,True,1
patrick54@yahoo.com,True,1
newmanariel@moore-lucero.com,True,1
lopezlynn@johnson-carter.com,True,1
gallaghercindy@hotmail.com,True,1
obrienwilliam@yahoo.com,True,1
mark36@gmail.com,True,1
nancy13@gmail.com,True,1
gwilson@gilmore.net,True,1
simpsonmario@yahoo.com,True,1
amy54@baker.com,True,1
keithschmidt@yahoo.com,True,1
zsmith@gmail.com,True,1
shuynh@martin.com,True,1
andrew80@gmail.com,True,1
omitchell@alvarado-jackson.com,True,1
aprilgamble@yahoo.com,True,1
alvarezpaul@gmail.com,True,1
lauren23@pace.com,True,1
jamie33@vasquez-sanchez.com,True,1
frank43@gmail.com,True,1
campbellgloria@hotmail.com,True,1
brownkaren@yahoo.com,True,1
jeffreyhill@yahoo.com,True,1
cthomas@hotmail.com,True,1
destiny92@hotmail.com,True,1
lauren87@hotmail.com,True,1
hansenbrian@gmail.com,True,1
ajones@salas.com,True,1
zwilliams@rich.com,True,1
andersonkayla@gmail.com,True,1
david00@hodge.com,True,1
estradanicole@chandler.org,True,1
xbaker@ellis.com,True,1
rachelgray@wilson.biz,True,1
johnsonashley@gmail.com,True,1
kathleen77@chambers.com,True,1
tortega@contreras.org,True,1
cameron67@berry-turner.com,True,1
samanthasmith@hotmail.com,True,1
lrichardson@davis.info,True,1
johnsonjames@hotmail.com,True,1
joselang@johnson.com,True,1
rossruth@yahoo.com,True,1
watkinsjason@anderson-riley.com,True,1
odunn@yahoo.com,True,1
alyssa08@yahoo.com,True,1
jonesrebecca@hotmail.com,True,1
maria76@hotmail.com,True,1
jonathan95@martinez.com,True,1
stephanie67@velasquez.com,True,1
danielrichardson@gmail.com,True,1
mlang@maldonado.biz,True,1
jamiebailey@gmail.com,True,1
carsonwalter@figueroa-thomas.info,True,1
kburgess@gmail.com,True,1
ecox@jackson-butler.info,True,1
catherineshea@murphy.info,True,1
justinsnyder@gmail.com,True,1
julie34@johnson.biz,True,1
haileywood@morgan.com,True,1
brandiburke@hernandez.com,True,1
tjames@reed-greer.info,True,1
darlenelopez@gmail.com,True,1
imiller@gmail.com,True,1
martinalyssa@yahoo.com,True,1
shaneparker@yahoo.com,True,1
brookethompson@smith-randolph.com,True,1
hhale@myers.com,True,1
martinezlaura@campos-martinez.com,True,1
kandersen@spencer.org,True,1
sarajones@gmail.com,True,1
carla33@gmail.com,True,1
obriggs@rios.org,True,1
leeadrian@zhang.com,True,1
jessicaburke@hotmail.com,True,1
stacey86@lewis-becker.org,True,1
jenniferbarnes@sharp-davis.info,True,1
wbooker@yahoo.com,True,1
craigramirez@gmail.com,True,1
robertjacobs@gmail.com,True,1
sjohnson@gmail.com,True,1
gcarr@gmail.com,True,1
thomasjeffrey@gray-stewart.com,True,1
aharding@ferguson.com,True,1
tatekristin@lee.info,True,1
herreracody@hardin-fleming.info,True,1
cynthiabutler@hotmail.com,True,1
kiarabrown@yahoo.com,True,1
monicaoliver@joseph-thompson.com,True,1
jacksonsamantha@gmail.com,True,1
hardyjustin@long.com,True,1
stacey51@hotmail.com,True,1
katiemurray@yahoo.com,True,1
jeremiah97@yahoo.com,True,1
grayjessica@smith-johnson.com,True,1
kimberlycarr@gmail.com,True,1
sarah12@hotmail.com,True,1
paynegwendolyn@gmail.com,True,1
amberhampton@hotmail.com,True,1
sandrakelly@hotmail.com,True,1
christinaclark@robinson.com,True,1
richard69@jackson-ewing.com,True,1
whiteelizabeth@kerr-cox.com,True,1
apruitt@gmail.com,True,1
ccampbell@ramirez.com,True,1
lewisbeth@bowman.net,True,1
jacob42@combs.net,True,1
fwarren@hotmail.com,True,1
heatherdawson@ruiz-patterson.com,True,1
meganwelch@perry-oconnor.com,True,1
thompsonkelly@morris.com,True,1
smithdanielle@yahoo.com,True,1
ubrown@yahoo.com,True,1
donna66@melton.com,True,1
tamarahall@gmail.com,True,1
brandy55@reed.com,True,1
jgutierrez@hall.com,True,1
pamela41@yahoo.com,True,1
johnnynicholson@hart.com,True,1
geraldpoole@mcknight.info,True,1
jessicahenry@hotmail.com,True,1
jamesevans@gilbert.com,True,1
josephwilliams@pennington.com,True,1
monicaallen@hotmail.com,True,1
kevinjohnson@clark-hudson.net,True,1
thomas05@hotmail.com,True,1
debra69@yahoo.com,True,1
michael11@jordan.com,True,1
leejames@hotmail.com,True,1
rmiller@yahoo.com,True,1
qrobertson@cole.org,True,1
laura79@yahoo.com,True,1
lawrencematthew@hotmail.com,True,1
rallison@hotmail.com,True,1
reyesphilip@gmail.com,True,1
brittanyrogers@cruz-lewis.com,True,1
michaelsherman@gmail.com,True,1
fcoleman@christensen-larson.com,True,1
irichmond@hotmail.com,True,1
jared57@calderon.biz,True,1
veronica40@hotmail.com,True,1
chloe57@parker-wong.com,True,1
thomasgarcia@gmail.com,True,1
joe67@gmail.com,True,1
kaylariley@thomas.biz,True,1
myersrobert@yahoo.com,True,1
christie82@yahoo.com,True,1
nmartin@mayer.net,True,1
derickson@hotmail.com,True,1
roseryan@gmail.com,True,1
butlermary@yahoo.com,True,1
michelle25@hernandez.com,True,1
fitzgeraldelizabeth@yahoo.com,True,1
ashleygarcia@hotmail.com,True,1
gsullivan@gmail.com,True,1
daniel78@hotmail.com,True,1
owensrita@valenzuela-aguilar.com,True,1
haley85@hotmail.com,True,1
ramosangela@yahoo.com,True,1
parrishnancy@yahoo.com,True,1
robinsondenise@brown.com,True,1
victorialeblanc@gmail.com,True,1
julia07@yahoo.com,True,1
bcarey@gmail.com,True,1
scott14@gmail.com,True,1
obennett@herrera.com,True,1
ashleyfields@holden-moore.com,True,1
aaron57@collins.com,True,1
katherinehinton@gmail.com,True,1
paul40@robinson-le.com,True,1
hickswhitney@douglas.com,True,1
hoffmanbianca@gmail.com,True,1
solomonsean@case.biz,True,1
glen00@hotmail.com,True,1
maria59@hotmail.com,True,1
mallory08@gmail.com,True,1
blackburnchristopher@good-perez.net,True,1
jwalker@hotmail.com,True,1
kperez@everett.com,True,1
stephen25@gmail.com,True,1
timothy06@yahoo.com,True,1
eramirez@douglas-williams.com,True,1
mjohnson@guerrero-gonzalez.org,True,1
edward42@hotmail.com,True,1
brownjoshua@yahoo.com,True,1
casenicholas@mann.com,True,1
mary04@kaufman.com,True,1
clarkjeffery@yahoo.com,True,1
owendenise@chandler.com,True,1
owatkins@gmail.com,True,1
jessethomas@barton-salinas.net,True,1
ashley89@roberson.com,True,1
swansonteresa@stewart.info,True,1
jon89@howard.com,True,1
crystal64@lopez.org,True,1
jeffrey01@yahoo.com,True,1
loveamy@thomas.com,True,1
hilljennifer@gray.com,True,1
laura32@jackson.net,True,1
bryan08@avila.com,True,1
edward84@hotmail.com,True,1
sarah24@gmail.com,True,1
kennedyangela@frey.com,True,1
phamilton@gmail.com,True,1
susanclark@gmail.com,True,1
wjoseph@soto-foley.net,True,1
paulshelton@ross.com,True,1
ryan00@melton.com,True,1
sheila79@jones.biz,True,1
mcguirerebecca@hotmail.com,True,1
whitedavid@gmail.com,True,1
emoore@hopkins.com,True,1
wpratt@gmail.com,True,1
amullins@boyer-smith.net,True,1
danavega@carson.com,True,1
davisjustin@yahoo.com,True,1
garrisonlisa@gray.org,True,1
keith63@yahoo.com,True,1
victoriaward@gmail.com,True,1
maria83@gmail.com,True,1
steven69@hotmail.com,True,1
markharris@gmail.com,True,1
carrilloadam@miller-martinez.com,True,1
iweeks@hotmail.com,True,1
dcarr@stone-kennedy.org,True,1
scottmoore@barrett-cohen.com,True,1
iperry@gmail.com,True,1
simmonsjasmine@hotmail.com,True,1
murphyadriana@schroeder.com,True,1
heathermorgan@kennedy.com,True,1
raycook@dennis.biz,True,1
fritzkaitlyn@west-rodriguez.com,True,1
williamgray@hotmail.com,True,1
heather82@petersen-harris.info,True,1
mitchelljamie@rose-flores.com,True,1
jordanrobert@lozano.com,True,1
rgomez@gmail.com,True,1
krussell@yahoo.com,True,1
srivera@griffith-ellis.com,True,1
omay@ibarra.net,True,1
andrew17@yahoo.com,True,1
jeremyaustin@hotmail.com,True,1
ryangomez@yahoo.com,True,1
michael53@hotmail.com,True,1
zleonard@yahoo.com,True,1
ischmidt@harris.com,True,1
cjames@wilson.info,True,1
joe30@hotmail.com,True,1
taylor08@guzman.com,True,1
randyjones@brooks.com,True,1
shafferlaurie@hotmail.com,True,1
woodpeter@greene.net,True,1
smithmindy@skinner.com,True,1
jennifermendoza@williams-torres.biz,True,1
leonard79@vance-clark.com,True,1
ashleybailey@yahoo.com,True,1
bjenkins@fernandez.com,True,1
barry82@edwards-grant.com,True,1
danny52@marshall.com,True,1
jenkinsmolly@escobar.net,True,1
robersonstephanie@flores.com,True,1
adamsvanessa@burton-anderson.net,True,1
perezchristopher@gmail.com,True,1
kelly94@hotmail.com,True,1
mmcfarland@hotmail.com,True,1
setholiver@gmail.com,True,1
gerald03@melton-sanchez.com,True,1
castromackenzie@hotmail.com,True,1
russelllittle@williams-daugherty.com,True,1
katherinebarrera@rivera.net,True,1
thomas14@gmail.com,True,1
vhernandez@cooper.biz,True,1
johncollins@hotmail.com,True,1
lambryan@yahoo.com,True,1
gloria36@walker.com,True,1
ramirezkenneth@ortiz.com,True,1
huertabrian@hotmail.com,True,1
smithchristine@dean.com,True,1
gjones@hotmail.com,True,1
patriciasmith@yahoo.com,True,1
williamgordon@herrera.com,True,1
tgarza@horton-jenkins.com,True,1
harrislori@gmail.com,True,1
watersbarry@hansen-price.info,True,1
millerjulie@gmail.com,True,1
john19@yahoo.com,True,1
adonovan@cooper.com,True,1
novakrobert@hotmail.com,True,1
kimberlyhernandez@lopez-washington.com,True,1
matthewsosa@martinez-johnson.com,True,1
jackfloyd@gmail.com,True,1
leslie73@foster-gonzalez.org,True,1
sheila67@hotmail.com,True,1
mcosta@gmail.com,True,1
seanhines@martin-ford.info,True,1
adam31@todd.com,True,1
elizabeth74@yahoo.com,True,1
natashavasquez@james.net,True,1
ericjohnson@gmail.com,True,1
kinghannah@lane-lee.com,True,1
hillsavannah@williams-adams.com,True,1
danielle03@yahoo.com,True,1
teresarichardson@griffin-jackson.com,True,1
parkerdavid@gmail.com,True,1
josephkim@mueller.com,True,1
tonyhoward@murray.biz,True,1
amy02@rivers-ayala.com,True,1
melinda01@yahoo.com,True,1
klynn@yahoo.com,True,1
lmorris@whitehead-beck.net,True,1
carrie79@mccormick-alvarado.com,True,1
jason16@gmail.com,True,1
andres30@gmail.com,True,1
ajames@gmail.com,True,1
ugallegos@hotmail.com,True,1
vnguyen@gmail.com,True,1
anthonycruz@anderson.info,True,1
reesetimothy@briggs.com,True,1
robin55@golden.com,True,1
meaganmoss@gmail.com,True,1
churchronald@yahoo.com,True,1
robert23@zavala.com,True,1
jessehays@yahoo.com,True,1
evanselizabeth@rocha-vega.com,True,1
wcoleman@hotmail.com,True,1
vhamilton@cook.com,True,1
derrick18@robinson-clark.com,True,1
lthompson@santana.com,True,1
fordelizabeth@jones.net,True,1
estradablake@casey.org,True,1
coxharold@hernandez.biz,True,1
qrobertson@hotmail.com,True,1
nbrown@johnson-vance.com,True,1
kwalker@thomas.com,True,1
mariemayo@garcia-powers.org,True,1
sharon48@yahoo.com,True,1
jenkinsfaith@green-stephenson.com,True,1
herreraelizabeth@gmail.com,True,1
rachel06@gomez.com,True,1
olsonandrew@yahoo.com,True,1
tammy58@cross.biz,True,1
qflores@brown-howard.net,True,1
asanders@hotmail.com,True,1
terri63@torres-mora.com,True,1
sharon95@williams-williams.info,True,1
alexis42@gmail.com,True,1
tstrickland@hotmail.com,True,1
johnsoneric@thompson.biz,True,1
mbautista@gmail.com,True,1
arnoldanna@nash.com,True,1
catherine90@yahoo.com,True,1
michael43@sharp-haynes.net,True,1
daniel02@anderson-james.biz,True,1
heathergutierrez@jones.com,True,1
sylviaschultz@skinner.com,True,1
alex70@gmail.com,True,1
austinbrian@gmail.com,True,1
lukejames@mueller.com,True,1
estradaeduardo@hotmail.com,True,1
blairbonnie@gmail.com,True,1
breed@jackson.com,True,1
danielfischer@yahoo.com,True,1
jcampbell@newton.com,True,1
michelle20@gmail.com,True,1
richardsphilip@reynolds-decker.biz,True,1
xrodriguez@pope.com,True,1
grichardson@nichols-sims.com,True,1
ucontreras@rojas.biz,True,1
uford@west-wilson.biz,True,1
morrisondenise@hotmail.com,True,1
briannamcmillan@graves-hurley.com,True,1
hollyburton@howard.org,True,1
andrewsjulie@brooks.biz,True,1
frhodes@martinez.org,True,1
jlynn@phillips.com,True,1
robertwallace@johnson-clark.org,True,1
ppitts@miller.com,True,1
williamschristopher@wolf.com,True,1
whitejennifer@gmail.com,True,1
stacey65@hernandez-swanson.biz,True,1
zthompson@yahoo.com,True,1
andrew35@reeves.biz,True,1
raymondthomas@pena.com,True,1
casewilliam@porter.com,True,1
gcontreras@curry.biz,True,1
johnsondaniel@gmail.com,True,1
cparsons@yahoo.com,True,1
michael38@yahoo.com,True,1
lauren30@yahoo.com,True,1
vchristian@schmidt-gonzales.biz,True,1
john42@allen.info,True,1
michelleguzman@yahoo.com,True,1
ashleymoore@hotmail.com,True,1
ronaldtucker@gardner-santos.com,True,1
christopherhall@hotmail.com,True,1
milesjennifer@gmail.com,True,1
michellelyons@willis-atkins.com,True,1
michael02@olson.com,True,1
melissa93@smith-thompson.org,True,1
xtorres@hotmail.com,True,1
isaac75@hotmail.com,True,1
amy96@gmail.com,True,1
mejiajessica@wilcox.info,True,1
christophernoble@cook.com,True,1
xochoa@yahoo.com,True,1
brandon04@murphy.org,True,1
frankelizabeth@gmail.com,True,1
heather56@young-hughes.org,True,1
patrickcain@yahoo.com,True,1
ckennedy@stone-allen.net,True,1
frederickdiana@gmail.com,True,1
matthewlawrence@hotmail.com,True,1
gregorygreen@gmail.com,True,1
zgonzalez@yahoo.com,True,1
nmills@green-anderson.com,True,1
bryan@yahoo.com,True,1
oblair@gonzalez.com,True,1
maldonadojose@estrada.com,True,1
charles01@yahoo.com,True,1
gary02@becker.com,True,1
linda03@hotmail.com,True,1
nwilliamson@hotmail.com,True,1
johnsonsusan@woodward-ford.biz,True,1
debrajordan@griffin.net,True,1
lambertandrea@garcia.org,True,1
danielle96@hotmail.com,True,1
riverajoshua@wallace-wood.com,True,1
andersonkimberly@gmail.com,True,1
jennifer70@huff-jones.org,True,1
zbrown@ruiz-brooks.com,True,1
dawnnichols@yahoo.com,True,1
justinguerra@yahoo.com,True,1
hardymartha@snow.com,True,1
rubiovictoria@lynch.com,True,1
uyoder@smith.com,True,1
curryjulia@harmon-mayer.biz,True,1
dclark@gmail.com,True,1
michaelcasey@gmail.com,True,1
tgonzalez@hotmail.com,True,1
kevin50@hotmail.com,True,1
lcross@gmail.com,True,1
whiteanthony@stephens.com,True,1
allison58@yahoo.com,True,1
christianhoward@newton.org,True,1
ycharles@alexander-sanchez.com,True,1
jodonnell@gmail.com,True,1
martinjessica@gmail.com,True,1
rivasjacob@west-miles.com,True,1
lsimmons@fisher.biz,True,1
lhernandez@aguilar-melton.com,True,1
andrew75@taylor.net,True,1
dharris@brandt-morris.info,True,1
shannon43@white.biz,True,1
cassandra88@hotmail.com,True,1
